,donorID,Predictions,predictions
232,121197,0,0
233,102947,0,0
234,140832,0,0
235,114359,0,0
236,120529,0,0
237,131698,0,0
238,123433,0,0
239,123831,0,0
240,102523,1,1
241,130942,0,0
242,127266,0,0
243,139997,0,0
244,117958,0,0
245,105075,0,0
246,109244,0,0
247,121524,0,0
248,127012,0,0
249,105939,0,0
250,107578,0,0
251,129093,0,0
252,127255,0,0
253,144403,0,0
254,131984,0,0
255,128234,0,0
256,111159,0,0
257,120483,0,0
258,106581,0,0
259,135957,0,0
260,129182,0,0
261,136383,0,0
262,106099,0,0
263,114644,0,0
264,110412,0,0
265,129155,0,0
266,134032,0,0
267,126839,0,0
268,129283,0,0
269,125637,0,0
270,121702,0,0
271,111087,0,0
272,117715,0,0
273,127350,0,0
274,133653,0,0
275,130857,0,0
276,140863,0,0
277,118295,0,0
278,105208,0,0
279,106671,0,0
280,108257,0,0
281,142403,0,0
282,138882,0,0
283,101752,0,0
284,125243,0,0
285,124500,0,0
286,130294,0,0
287,126889,0,0
288,130306,0,0
289,120379,0,0
290,131295,0,0
291,109494,0,0
292,124470,0,0
293,121706,0,0
294,108032,0,0
295,107151,0,0
296,101841,0,0
297,116097,0,0
298,143797,0,0
299,118450,0,0
300,117054,0,0
301,135153,0,0
302,103528,0,0
303,128949,0,0
304,139471,0,0
305,118088,0,0
306,126046,0,0
307,109717,0,0
308,104615,0,0
309,141200,0,0
310,123467,0,0
311,143904,0,0
312,140718,0,0
313,111594,0,0
314,115678,0,0
315,120058,0,0
316,123599,0,0
317,137543,0,0
318,135923,0,0
319,125351,0,0
320,142734,0,0
321,105827,0,0
322,134964,0,0
323,120855,0,0
324,133660,0,0
325,142264,0,0
326,106649,0,0
327,143944,0,0
328,130721,0,0
329,139182,0,0
330,111148,0,0
331,108517,0,0
332,123569,0,0
333,132938,0,0
334,140351,0,0
335,141619,0,0
336,137667,0,0
337,124985,0,0
338,102864,0,0
339,142220,0,0
340,131277,0,0
341,109209,0,0
342,135630,0,0
343,131571,0,0
344,103106,0,0
345,126814,0,0
346,136445,0,0
347,125603,0,0
348,118167,0,0
349,120912,0,0
350,109782,0,0
351,134425,0,0
352,118727,0,0
353,116533,0,0
354,134830,0,0
355,133772,0,0
356,132363,0,0
357,110765,0,0
358,128897,0,0
359,106838,0,0
360,107502,0,0
361,135935,0,0
362,117088,0,0
363,122179,0,0
364,113190,0,0
365,135711,0,0
366,122690,0,0
367,122876,0,0
368,131543,0,0
369,130938,0,0
370,112576,0,0
371,103348,0,0
372,142806,0,0
373,113129,0,0
374,111104,0,0
375,122233,0,0
376,140234,0,0
377,144350,0,0
378,119773,0,0
379,106231,0,0
380,125961,0,0
381,107145,0,0
382,129895,0,0
383,119750,0,0
384,113196,0,0
385,104294,0,0
386,142508,0,0
387,110194,0,0
388,118979,0,0
389,108992,0,0
390,141740,0,0
391,131071,0,0
392,140389,0,0
393,109720,0,0
394,124858,0,0
395,124588,0,0
396,129512,0,0
397,127145,0,0
398,124531,0,0
399,106464,0,0
400,107515,0,0
401,114394,0,0
402,103464,0,0
403,137215,0,0
404,102078,0,0
405,110982,0,0
406,132577,0,0
407,115944,0,0
408,132228,0,0
409,114362,0,0
410,105341,0,0
411,103090,0,0
412,102456,0,0
413,136106,0,0
414,125101,0,0
415,103626,0,0
416,135341,0,0
417,140634,0,0
418,141451,0,0
419,128076,0,0
420,137358,0,0
421,136225,0,0
422,118357,0,0
423,127811,0,0
424,138136,0,0
425,129713,0,0
426,133427,0,0
427,142684,1,1
428,139974,0,0
429,128114,0,0
430,126479,0,0
431,133414,0,0
432,141936,0,0
433,102160,0,0
434,105935,0,0
435,119747,0,0
436,107050,0,0
437,103843,0,0
438,123751,0,0
439,128504,0,0
440,106696,0,0
441,111443,0,0
442,114519,0,0
443,141827,0,0
444,102599,0,0
445,108696,0,0
446,113442,0,0
447,141363,0,0
448,143104,0,0
449,101949,0,0
450,138106,0,0
451,140920,0,0
452,129380,0,0
453,112855,0,0
454,138682,0,0
455,114636,0,0
456,118116,0,0
457,131535,0,0
458,114191,0,0
459,113553,0,0
460,123505,0,0
461,133919,0,0
462,112296,0,0
463,132175,0,0
464,115955,0,0
465,113954,0,0
466,114447,0,0
467,136886,0,0
468,131492,0,0
469,138486,1,1
470,102306,0,0
471,127334,0,0
472,144605,0,0
473,115578,0,0
474,126826,0,0
475,112723,0,0
476,105706,0,0
477,107367,0,0
478,123201,0,0
479,131781,0,0
480,101437,0,0
481,107005,0,0
482,101898,0,0
483,100085,0,0
484,143755,0,0
485,112065,0,0
486,133415,0,0
487,117595,0,0
488,105436,0,0
489,117484,0,0
490,115013,0,0
491,123153,0,0
492,143270,1,1
493,131787,0,0
494,123511,0,0
495,126234,0,0
496,134297,0,0
497,109960,0,0
498,102621,0,0
499,143663,0,0
500,139924,0,0
501,108791,0,0
502,110086,0,0
503,113575,0,0
504,139969,0,0
505,136000,0,0
506,110648,0,0
507,107865,0,0
508,129542,0,0
509,116609,0,0
510,132585,0,0
511,106319,0,0
512,106031,0,0
513,105499,0,0
514,111337,0,0
515,120197,0,0
516,128139,0,0
517,111364,0,0
518,101877,0,0
519,101995,0,0
520,107425,0,0
521,138505,0,0
522,103289,0,0
523,115232,0,0
524,120729,0,0
525,103366,0,0
526,140159,0,0
527,116056,0,0
528,134113,0,0
529,137192,0,0
530,124192,0,0
531,128545,0,0
532,102683,0,0
533,144141,0,0
534,125813,0,0
535,115205,0,0
536,105818,0,0
537,132977,0,0
538,100131,0,0
539,132462,0,0
540,136324,0,0
541,104608,0,0
542,141779,0,0
543,114008,0,0
544,128934,0,0
545,119054,0,0
546,143822,0,0
547,120271,0,0
548,113636,0,0
549,100584,0,0
550,115732,0,0
551,113201,0,0
552,138698,0,0
553,101360,0,0
554,108039,0,0
555,123837,0,0
556,111404,0,0
557,137792,0,0
558,104067,0,0
559,114657,0,0
560,128067,0,0
561,117995,0,0
562,104026,0,0
563,119231,0,0
564,119687,0,0
565,130618,0,0
566,115480,0,0
567,122807,0,0
568,144139,0,0
569,143372,0,0
570,111806,0,0
571,107353,0,0
572,103285,0,0
573,126676,0,0
574,121993,0,0
575,100004,0,0
576,136887,0,0
577,128703,0,0
578,102105,0,0
579,108617,0,0
580,126523,0,0
581,105053,0,0
582,143473,0,0
583,135560,0,0
584,141542,0,0
585,139889,0,0
586,115852,0,0
587,122820,0,0
588,123586,0,0
589,115496,0,0
590,138807,0,0
591,103770,0,0
592,136538,0,0
593,125136,0,0
594,135888,0,0
595,107437,0,0
596,138383,0,0
597,131777,0,0
598,132496,0,0
599,132848,0,0
600,109943,0,0
601,121967,0,0
602,129751,0,0
603,139875,0,0
604,141746,0,0
605,100750,0,0
606,121146,0,0
607,126191,0,0
608,110211,0,0
609,114045,0,0
610,142271,0,0
611,109179,0,0
612,126622,0,0
613,134987,0,0
614,134511,0,0
615,141823,0,0
616,130582,0,0
617,127917,0,0
618,120142,0,0
619,105397,0,0
620,122229,0,0
621,142941,0,0
622,105203,0,0
623,113646,0,0
624,111058,0,0
625,131911,0,0
626,112493,0,0
627,129833,0,0
628,122196,0,0
629,109786,0,0
630,144482,0,0
631,104892,0,0
632,140327,0,0
633,135718,0,0
634,115994,0,0
635,116827,0,0
636,139158,0,0
637,122245,0,0
638,140621,0,0
639,123380,0,0
640,144410,0,0
641,121964,0,0
642,123394,0,0
643,141580,0,0
644,119179,0,0
645,135807,0,0
646,100418,0,0
647,113546,0,0
648,134594,0,0
649,109892,0,0
650,141265,0,0
651,133845,0,0
652,109964,0,0
653,109592,0,0
654,100489,0,0
655,128731,0,0
656,115656,0,0
657,125871,0,0
658,121381,0,0
659,124820,0,0
660,108435,0,0
661,105168,0,0
662,118794,0,0
663,132682,0,0
664,141306,0,0
665,127768,1,1
666,105235,0,0
667,126146,0,0
668,109065,0,0
669,113625,0,0
670,128220,0,0
671,117233,0,0
672,124249,0,0
673,141615,0,0
674,137265,0,0
675,111530,0,0
676,123457,0,0
677,112299,0,0
678,142106,0,0
679,114750,0,0
680,130397,0,0
681,121269,0,0
682,105531,0,0
683,140691,0,0
684,118831,0,0
685,118392,0,0
686,144393,0,0
687,115657,0,0
688,106579,0,0
689,143545,0,0
690,105323,0,0
691,117620,0,0
692,137778,0,0
693,111382,0,0
694,102285,0,0
695,139939,0,0
696,143090,0,0
697,116442,0,0
698,133268,0,0
699,124490,0,0
700,130263,0,0
701,129617,0,0
702,135757,0,0
703,127233,0,0
704,102560,0,0
705,130905,0,0
706,115109,0,0
707,100081,0,0
708,111937,0,0
709,128311,0,0
710,117480,0,0
711,118754,0,0
712,118358,0,0
713,116095,0,0
714,143626,0,0
715,106522,0,0
716,123776,0,0
717,115391,0,0
718,120730,1,1
719,100655,0,0
720,107173,0,0
721,113576,0,0
722,135310,0,0
723,121513,0,0
724,141171,0,0
725,122104,0,0
726,139365,0,0
727,129946,0,0
728,116193,0,0
729,142334,0,0
730,125679,0,0
731,101933,0,0
732,119798,0,0
733,142495,0,0
734,123502,0,0
735,108227,0,0
736,102791,0,0
737,120787,0,0
738,102323,0,0
739,103724,1,1
740,119077,0,0
741,112487,0,0
742,111586,0,0
743,104487,0,0
744,110608,0,0
745,110397,0,0
746,130302,0,0
747,125717,0,0
748,108426,0,0
749,122686,0,0
750,134641,0,0
751,100437,0,0
752,103145,0,0
753,121731,0,0
754,129378,0,0
755,109419,0,0
756,127726,0,0
757,124738,0,0
758,143274,0,0
759,116211,0,0
760,123883,0,0
761,138567,0,0
762,115972,0,0
763,132068,0,0
764,118726,0,0
765,122218,0,0
766,117106,0,0
767,106871,0,0
768,103418,0,0
769,137336,0,0
770,119071,0,0
771,139416,0,0
772,114973,0,0
773,138131,0,0
774,113271,0,0
775,128235,0,0
776,122054,0,0
777,113538,0,0
778,101168,0,0
779,100975,0,0
780,116416,0,0
781,138742,0,0
782,134360,0,0
783,120130,0,0
784,111354,0,0
785,139732,0,0
786,107361,0,0
787,136313,0,0
788,123294,0,0
789,140509,0,0
790,110310,0,0
791,133404,0,0
792,124879,0,0
793,139918,0,0
794,129123,0,0
795,108398,1,1
796,106004,0,0
797,142361,0,0
798,122111,0,0
799,144010,0,0
800,102727,0,0
801,124167,0,0
802,138591,0,0
803,111057,0,0
804,116009,0,0
805,112920,0,0
806,120888,0,0
807,128945,0,0
808,115076,0,0
809,100069,0,0
810,130668,0,0
811,144363,0,0
812,127214,0,0
813,118817,0,0
814,105059,0,0
815,113136,0,0
816,142877,0,0
817,116363,0,0
818,111178,0,0
819,128961,0,0
820,142000,0,0
821,134508,0,0
822,116816,0,0
823,120011,0,0
824,131074,0,0
825,108471,0,0
826,103097,0,0
827,134091,0,0
828,102254,0,0
829,119958,0,0
830,106607,0,0
831,123060,0,0
832,124954,0,0
833,109587,0,0
834,106075,0,0
835,131601,0,0
836,132366,0,0
837,111525,0,0
838,106652,0,0
839,136405,0,0
840,116583,0,0
841,119550,0,0
842,108751,0,0
843,139508,0,0
844,142689,0,0
845,137982,0,0
846,129297,0,0
847,105269,0,0
848,140747,0,0
849,103442,0,0
850,110465,0,0
851,137064,0,0
852,136757,0,0
853,125805,0,0
854,117812,0,0
855,138687,0,0
856,110943,0,0
857,100725,0,0
858,126888,0,0
859,111663,0,0
860,135574,0,0
861,118315,0,0
862,125921,0,0
863,116784,1,1
864,122956,0,0
865,113638,0,0
866,103833,0,0
867,126722,0,0
868,120934,0,0
869,126297,0,0
870,135035,0,0
871,110563,0,0
872,127064,0,0
873,104652,0,0
874,108808,0,0
875,126384,0,0
876,136968,0,0
877,124764,0,0
878,127518,0,0
879,116348,0,0
880,101320,0,0
881,115553,0,0
882,129799,1,1
883,105172,0,0
884,113238,0,0
885,107004,0,0
886,136200,0,0
887,112881,0,0
888,135304,0,0
889,102089,0,0
890,111782,0,0
891,117326,0,0
892,128585,0,0
893,144325,0,0
894,100824,0,0
895,108850,0,0
896,104183,0,0
897,119193,0,0
898,119089,0,0
899,132772,0,0
900,137454,0,0
901,141003,0,0
902,100006,0,0
903,118609,1,1
904,123818,0,0
905,121065,0,0
906,108689,0,0
907,138330,0,0
908,101330,0,0
909,136972,0,0
910,113328,0,0
911,102699,0,0
912,143277,0,0
913,124179,0,0
914,140617,0,0
915,112686,0,0
916,128236,0,0
917,116769,0,0
918,121427,0,0
919,112270,0,0
920,119966,0,0
921,111893,0,0
922,130172,0,0
923,132356,0,0
924,119075,0,0
925,121775,0,0
926,118971,0,0
927,141391,0,0
928,113343,0,0
929,110687,0,0
930,109779,0,0
931,111833,0,0
932,129415,0,0
933,103142,0,0
934,107907,0,0
935,104323,0,0
936,108530,0,0
937,119845,0,0
938,110889,0,0
939,143056,0,0
940,130636,0,0
941,137959,0,0
942,138678,0,0
943,107799,0,0
944,124314,0,0
945,138077,0,0
946,142327,0,0
947,140202,0,0
948,144035,0,0
949,113886,0,0
950,144148,0,0
951,104045,0,0
952,116801,0,0
953,123259,0,0
954,109097,0,0
955,127616,0,0
956,136401,0,0
957,112756,0,0
958,100811,0,0
959,144371,0,0
960,101937,0,0
961,136110,0,0
962,104513,0,0
963,117778,0,0
964,126121,0,0
965,127899,0,0
966,131203,0,0
967,111864,0,0
968,122509,0,0
969,121075,0,0
970,133657,0,0
971,114811,1,1
972,102799,0,0
973,124261,0,0
974,108748,0,0
975,111513,0,0
976,103613,0,0
977,142732,0,0
978,123172,0,0
979,119737,0,0
980,105050,0,0
981,115868,0,0
982,143996,0,0
983,125336,0,0
984,125292,0,0
985,117301,0,0
986,130317,0,0
987,117682,0,0
988,104748,0,0
989,140491,0,0
990,128068,0,0
991,139018,0,0
992,130232,0,0
993,137397,0,0
994,115604,0,0
995,102740,0,0
996,130732,0,0
997,120951,0,0
998,142413,0,0
999,127292,0,0
1000,136665,0,0
1001,101087,0,0
1002,118973,0,0
1003,123437,0,0
1004,123576,0,0
1005,127694,0,0
1006,110214,0,0
1007,101011,0,0
1008,128693,0,0
1009,137802,0,0
1010,115757,0,0
1011,110681,0,0
1012,111386,0,0
1013,137166,1,1
1014,133051,0,0
1015,128958,0,0
1016,133625,0,0
1017,110707,0,0
1018,141430,0,0
1019,134747,0,0
1020,113511,0,0
1021,116714,0,0
1022,143536,0,0
1023,115279,0,0
1024,126827,0,0
1025,117444,0,0
1026,124090,0,0
1027,114083,0,0
1028,100325,0,0
1029,129828,0,0
1030,107741,0,0
1031,143025,0,0
1032,140399,0,0
1033,100596,0,0
1034,105244,0,0
1035,112148,0,0
1036,105241,0,0
1037,101938,0,0
1038,104919,0,0
1039,138760,0,0
1040,115591,0,0
1041,131318,0,0
1042,131167,0,0
1043,129658,0,0
1044,133938,0,0
1045,114160,0,0
1046,112955,0,0
1047,112245,0,0
1048,115449,0,0
1049,132905,0,0
1050,111306,0,0
1051,140917,0,0
1052,144345,0,0
1053,125651,0,0
1054,138821,0,0
1055,129102,0,0
1056,134452,0,0
1057,115756,0,0
1058,144138,0,0
1059,123872,0,0
1060,131054,0,0
1061,132481,0,0
1062,136312,0,0
1063,112980,0,0
1064,101000,0,0
1065,127740,0,0
1066,115212,0,0
1067,103051,0,0
1068,129576,0,0
1069,123336,0,0
1070,115947,0,0
1071,129071,0,0
1072,122975,0,0
1073,120451,0,0
1074,114425,0,0
1075,139972,0,0
1076,102201,0,0
1077,135174,0,0
1078,137990,0,0
1079,112370,0,0
1080,133209,0,0
1081,114515,0,0
1082,128761,0,0
1083,105403,0,0
1084,137995,0,0
1085,131605,0,0
1086,110374,0,0
1087,132612,0,0
1088,120976,0,0
1089,137167,0,0
1090,120218,0,0
1091,105495,0,0
1092,137094,0,0
1093,105527,0,0
1094,109485,0,0
1095,127392,0,0
1096,136412,0,0
1097,143624,0,0
1098,109640,0,0
1099,105963,0,0
1100,121481,0,0
1101,103773,0,0
1102,119180,0,0
1103,112448,1,1
1104,104289,0,0
1105,143202,0,0
1106,132401,0,0
1107,111739,0,0
1108,117135,0,0
1109,136561,0,0
1110,109740,0,0
1111,138058,0,0
1112,143564,0,0
1113,104242,0,0
1114,133963,0,0
1115,107961,0,0
1116,114475,0,0
1117,142998,0,0
1118,127400,0,0
1119,140600,0,0
1120,139440,0,0
1121,118203,0,0
1122,122304,0,0
1123,117553,0,0
1124,113589,0,0
1125,140652,0,0
1126,124279,0,0
1127,143381,0,0
1128,135265,0,0
1129,140563,0,0
1130,135587,0,0
1131,103600,0,0
1132,107535,0,0
1133,122950,0,0
1134,119889,1,1
1135,118120,0,0
1136,111390,0,0
1137,101836,0,0
1138,142263,0,0
1139,110651,0,0
1140,115402,0,0
1141,142864,0,0
1142,118581,0,0
1143,135870,0,0
1144,141073,0,0
1145,114336,0,0
1146,117129,0,0
1147,102003,0,0
1148,113423,0,0
1149,101128,0,0
1150,113297,0,0
1151,120232,0,0
1152,103214,0,0
1153,130903,0,0
1154,138998,0,0
1155,118779,0,0
1156,138851,0,0
1157,143419,0,0
1158,130551,0,0
1159,115310,0,0
1160,101964,0,0
1161,112097,0,0
1162,144380,0,0
1163,127944,0,0
1164,129399,0,0
1165,132713,0,0
1166,114369,0,0
1167,126057,0,0
1168,109098,0,0
1169,137593,0,0
1170,116996,0,0
1171,110777,0,0
1172,115447,0,0
1173,119050,0,0
1174,121592,0,0
1175,112164,0,0
1176,131778,0,0
1177,120450,0,0
1178,107760,0,0
1179,141878,0,0
1180,135067,0,0
1181,116828,0,0
1182,136270,0,0
1183,128704,0,0
1184,130833,0,0
1185,138485,0,0
1186,114836,0,0
1187,128472,0,0
1188,117214,0,0
1189,108071,0,0
1190,122930,0,0
1191,123923,0,0
1192,133436,0,0
1193,117167,0,0
1194,118033,0,0
1195,115644,0,0
1196,102297,0,0
1197,107801,0,0
1198,116012,0,0
1199,118803,0,0
1200,119794,0,0
1201,141644,0,0
1202,112720,0,0
1203,105213,0,0
1204,131236,0,0
1205,138146,0,0
1206,110703,0,0
1207,103112,0,0
1208,112411,0,0
1209,137507,0,0
1210,131364,0,0
1211,119360,0,0
1212,137371,0,0
1213,117165,0,0
1214,110530,0,0
1215,123604,0,0
1216,116671,0,0
1217,118231,0,0
1218,124787,0,0
1219,115259,0,0
1220,129463,0,0
1221,116445,0,0
1222,124085,0,0
1223,132229,0,0
1224,113688,0,0
1225,137107,0,0
1226,127370,0,0
1227,141593,0,0
1228,132828,1,1
1229,128940,0,0
1230,134570,0,0
1231,131418,0,0
1232,135479,0,0
1233,113872,0,0
1234,136669,0,0
1235,132654,0,0
1236,131430,0,0
1237,136976,0,0
1238,110731,0,0
1239,140538,0,0
1240,114899,0,0
1241,119697,0,0
1242,105943,0,0
1243,142660,0,0
1244,135861,0,0
1245,107134,0,0
1246,130561,0,0
1247,125066,0,0
1248,133387,0,0
1249,106502,0,0
1250,115204,0,0
1251,140766,0,0
1252,136524,0,0
1253,114867,0,0
1254,134403,0,0
1255,121998,0,0
1256,142729,0,0
1257,104988,0,0
1258,100566,0,0
1259,123814,0,0
1260,111310,0,0
1261,137562,0,0
1262,129587,0,0
1263,143105,0,0
1264,121678,0,0
1265,115801,0,0
1266,124597,0,0
1267,107334,0,0
1268,140294,0,0
1269,106230,0,0
1270,125264,0,0
1271,119626,0,0
1272,132421,0,0
1273,108821,0,0
1274,123456,0,0
1275,103663,0,0
1276,116974,0,0
1277,131256,0,0
1278,143770,0,0
1279,112575,0,0
1280,108927,0,0
1281,134294,0,0
1282,143530,0,0
1283,112002,0,0
1284,133284,0,0
1285,134055,0,0
1286,137375,0,0
1287,125002,0,0
1288,143583,0,0
1289,103296,0,0
1290,116665,0,0
1291,125598,0,0
1292,119294,0,0
1293,143798,0,0
1294,140486,0,0
1295,125665,0,0
1296,124900,0,0
1297,120490,0,0
1298,141689,0,0
1299,119551,0,0
1300,101867,0,0
1301,129316,0,0
1302,131793,0,0
1303,139871,0,0
1304,144645,0,0
1305,111627,0,0
1306,118866,0,0
1307,115904,0,0
1308,115682,0,0
1309,107449,0,0
1310,122921,0,0
1311,142479,0,0
1312,113964,0,0
1313,118101,0,0
1314,105422,0,0
1315,120936,0,0
1316,126332,0,0
1317,126053,0,0
1318,136150,0,0
1319,103238,0,0
1320,139514,0,0
1321,127121,0,0
1322,109371,0,0
1323,110723,0,0
1324,127715,0,0
1325,136233,0,0
1326,125239,0,0
1327,116935,0,0
1328,122450,0,0
1329,112802,0,0
1330,104260,0,0
1331,132041,0,0
1332,118503,0,0
1333,126675,0,0
1334,110984,0,0
1335,129225,0,0
1336,137927,0,0
1337,124248,0,0
1338,144561,0,0
1339,128368,0,0
1340,113028,0,0
1341,126280,0,0
1342,144114,0,0
1343,102322,0,0
1344,110806,0,0
1345,118672,0,0
1346,142478,0,0
1347,135390,0,0
1348,107542,0,0
1349,107806,0,0
1350,122386,0,0
1351,124371,0,0
1352,142931,0,0
1353,111536,0,0
1354,126856,0,0
1355,110334,0,0
1356,140695,0,0
1357,123117,0,0
1358,135708,0,0
1359,102880,0,0
1360,135945,0,0
1361,127016,0,0
1362,114295,0,0
1363,135471,0,0
1364,118896,0,0
1365,124722,0,0
1366,112165,0,0
1367,142172,0,0
1368,106994,0,0
1369,134496,0,0
1370,105867,0,0
1371,115331,0,0
1372,118931,0,0
1373,104734,0,0
1374,124585,0,0
1375,134710,0,0
1376,111582,0,0
1377,144684,0,0
1378,132618,0,0
1379,116772,0,0
1380,137966,0,0
1381,132634,0,0
1382,106798,0,0
1383,143543,0,0
1384,137645,0,0
1385,101724,0,0
1386,106826,0,0
1387,105794,0,0
1388,112781,0,0
1389,138967,0,0
1390,133375,0,0
1391,103997,0,0
1392,127231,0,0
1393,102577,0,0
1394,127762,0,0
1395,102471,0,0
1396,100111,0,0
1397,129157,0,0
1398,108838,0,0
1399,108563,0,0
1400,132636,0,0
1401,101648,0,0
1402,110485,0,0
1403,110909,0,0
1404,107099,0,0
1405,131213,0,0
1406,134826,0,0
1407,104420,0,0
1408,124673,0,0
1409,139981,0,0
1410,137162,0,0
1411,122993,0,0
1412,102313,0,0
1413,128922,0,0
1414,137102,0,0
1415,114218,0,0
1416,141987,0,0
1417,113300,0,0
1418,106731,0,0
1419,143175,0,0
1420,129127,0,0
1421,111127,0,0
1422,131523,0,0
1423,121122,0,0
1424,116389,0,0
1425,102314,0,0
1426,103745,0,0
1427,126926,0,0
1428,136135,0,0
1429,126036,0,0
1430,134101,0,0
1431,110693,0,0
1432,114415,0,0
1433,115984,0,0
1434,134114,0,0
1435,140411,0,0
1436,115826,0,0
1437,133446,0,0
1438,126602,0,0
1439,115189,0,0
1440,142395,0,0
1441,121580,0,0
1442,124557,0,0
1443,105052,0,0
1444,102994,0,0
1445,137836,0,0
1446,141077,0,0
1447,106171,0,0
1448,130392,0,0
1449,109413,0,0
1450,107185,0,0
1451,133310,0,0
1452,125059,0,0
1453,137311,0,0
1454,102351,0,0
1455,118055,0,0
1456,120765,0,0
1457,144153,0,0
1458,144063,0,0
1459,115519,0,0
1460,139627,0,0
1461,128589,0,0
1462,116066,0,0
1463,142177,0,0
1464,128873,0,0
1465,104935,0,0
1466,109972,0,0
1467,140158,0,0
1468,117133,0,0
1469,144573,0,0
1470,131379,0,0
1471,106599,0,0
1472,129984,0,0
1473,142421,0,0
1474,108911,0,0
1475,140227,0,0
1476,139402,0,0
1477,133842,0,0
1478,141788,0,0
1479,130657,0,0
1480,133946,0,0
1481,103571,0,0
1482,108677,0,0
1483,105813,0,0
1484,114350,0,0
1485,101889,0,0
1486,135324,0,0
1487,123591,0,0
1488,108580,0,0
1489,132116,0,0
1490,122307,0,0
1491,115893,0,0
1492,113273,0,0
1493,107274,0,0
1494,134832,0,0
1495,121300,0,0
1496,129689,0,0
